SMHB_ID	SMTS_ID
SMHB000141	SMTS00024
SMHB000141	SMTS00092
SMHB000141	SMTS00105
SMHB000141	SMTS00226
SMHB000141	SMTS00306
SMHB000141	SMTS00307
SMHB000141	SMTS00317
SMHB000141	SMTS00318
SMHB000141	SMTS00319
SMHB000141	SMTS00323
SMHB000141	SMTS00324
SMHB000141	SMTS00488
SMHB000141	SMTS00494
SMHB000141	SMTS00495
SMHB000141	SMTS00500
SMHB000141	SMTS00502
SMHB000141	SMTS00503
SMHB000141	SMTS00518
SMHB000141	SMTS00712
SMHB000141	SMTS00816
SMHB000141	SMTS00817
SMHB000141	SMTS00950
SMHB000141	SMTS00951
SMHB000141	SMTS00970
SMHB000141	SMTS01009
SMHB000141	SMTS01029
SMHB000141	SMTS01121
SMHB000141	SMTS01122
SMHB000141	SMTS01125
SMHB000141	SMTS01126
SMHB000141	SMTS01127
SMHB000141	SMTS01132
SMHB000141	SMTS01133
SMHB000141	SMTS01134
SMHB000141	SMTS01135
SMHB000141	SMTS01288
SMHB000141	SMTS01439
SMHB000141	SMTS01441
SMHB000141	SMTS01504
SMHB000141	SMTS01624
SMHB000141	SMTS01625
SMHB000141	SMTS01626
SMHB000141	SMTS01705
SMHB000141	SMTS01708
SMHB000141	SMTS01833
SMHB000141	SMTS01854
SMHB000142	SMTS00093
SMHB000142	SMTS00330
SMHB000142	SMTS00338
SMHB000142	SMTS00390
SMHB000142	SMTS00558
SMHB000142	SMTS00701
SMHB000142	SMTS01119
SMHB000142	SMTS01124
SMHB000142	SMTS01138
SMHB000142	SMTS01140
SMHB000142	SMTS01141
SMHB000142	SMTS01142
SMHB000142	SMTS01236
SMHB000142	SMTS02171
SMHB000142	SMTS02342
SMHB000142	SMTS02343
SMHB000143	SMTS00086
SMHB000143	SMTS00138
SMHB000143	SMTS00213
SMHB000143	SMTS00226
SMHB000143	SMTS00351
SMHB000143	SMTS00391
SMHB000143	SMTS00407
SMHB000143	SMTS00506
SMHB000143	SMTS00511
SMHB000143	SMTS00605
SMHB000143	SMTS00681
SMHB000143	SMTS00682
SMHB000143	SMTS00696
SMHB000143	SMTS00697
SMHB000143	SMTS00799
SMHB000143	SMTS00823
SMHB000143	SMTS00962
SMHB000143	SMTS01109
SMHB000143	SMTS01113
SMHB000143	SMTS01239
SMHB000143	SMTS01260
SMHB000143	SMTS01356
SMHB000143	SMTS01431
SMHB000143	SMTS01439
SMHB000143	SMTS01520
SMHB000143	SMTS01521
SMHB000143	SMTS01524
SMHB000143	SMTS01525
SMHB000143	SMTS01526
SMHB000143	SMTS01530
SMHB000143	SMTS01531
SMHB000143	SMTS01532
SMHB000143	SMTS01534
SMHB000143	SMTS01543
SMHB000143	SMTS01561
SMHB000143	SMTS01571
SMHB000143	SMTS01624
SMHB000143	SMTS01625
SMHB000143	SMTS01626
SMHB000143	SMTS01627
SMHB000143	SMTS02242
SMHB000143	SMTS02243
SMHB000143	SMTS02249
SMHB000143	SMTS02303
SMHB000144	SMTS00016
SMHB000144	SMTS00518
SMHB000144	SMTS00541
SMHB000144	SMTS00634
SMHB000144	SMTS00688
SMHB000144	SMTS00703
SMHB000144	SMTS00712
SMHB000144	SMTS00779
SMHB000144	SMTS00816
SMHB000144	SMTS00817
SMHB000144	SMTS00950
SMHB000144	SMTS00951
SMHB000144	SMTS01121
SMHB000144	SMTS01122
SMHB000144	SMTS01125
SMHB000144	SMTS01126
SMHB000144	SMTS01127
SMHB000144	SMTS01132
SMHB000144	SMTS01133
SMHB000144	SMTS01134
SMHB000144	SMTS01135
SMHB000144	SMTS01190
SMHB000144	SMTS01231
SMHB000144	SMTS01418
SMHB000144	SMTS01419
SMHB000144	SMTS01420
SMHB000144	SMTS01421
SMHB000144	SMTS01441
SMHB000144	SMTS01453
SMHB000144	SMTS01512
SMHB000144	SMTS01513
SMHB000144	SMTS01687
SMHB000144	SMTS01688
SMHB000144	SMTS01689
SMHB000144	SMTS02100
SMHB000144	SMTS02101
SMHB000144	SMTS02102
SMHB000145	SMTS00009
SMHB000145	SMTS00224
SMHB000145	SMTS00226
SMHB000145	SMTS00347
SMHB000145	SMTS00348
SMHB000145	SMTS00351
SMHB000145	SMTS00407
SMHB000145	SMTS00413
SMHB000145	SMTS00450
SMHB000145	SMTS00467
SMHB000145	SMTS00501
SMHB000145	SMTS00922
SMHB000145	SMTS01416
SMHB000145	SMTS01454
SMHB000145	SMTS01520
SMHB000145	SMTS01521
SMHB000145	SMTS01524
SMHB000145	SMTS01525
SMHB000145	SMTS01526
SMHB000145	SMTS01529
SMHB000145	SMTS01530
SMHB000145	SMTS01532
SMHB000145	SMTS02089
SMHB000145	SMTS02114
SMHB000145	SMTS02118
SMHB000145	SMTS02285
SMHB000146	SMTS00060
SMHB000146	SMTS00339
SMHB000146	SMTS00998
SMHB000146	SMTS01063
SMHB000146	SMTS01892
SMHB000146	SMTS01906
SMHB000146	SMTS02079
SMHB000146	SMTS02146
SMHB000146	SMTS02339
SMHB000147	SMTS00042
SMHB000147	SMTS00044
SMHB000147	SMTS00045
SMHB000147	SMTS00152
SMHB000147	SMTS00153
SMHB000147	SMTS00154
SMHB000147	SMTS00155
SMHB000147	SMTS00157
SMHB000147	SMTS00255
SMHB000147	SMTS00257
SMHB000147	SMTS00258
SMHB000147	SMTS00406
SMHB000147	SMTS00549
SMHB000147	SMTS00794
SMHB000147	SMTS00857
SMHB000147	SMTS00858
SMHB000147	SMTS00917
SMHB000147	SMTS00924
SMHB000147	SMTS01059
SMHB000147	SMTS01060
SMHB000147	SMTS01061
SMHB000147	SMTS01070
SMHB000147	SMTS01071
SMHB000147	SMTS01072
SMHB000147	SMTS01073
SMHB000147	SMTS01078
SMHB000147	SMTS01093
SMHB000147	SMTS01336
SMHB000147	SMTS01341
SMHB000147	SMTS01342
SMHB000147	SMTS01343
SMHB000147	SMTS01346
SMHB000147	SMTS01360
SMHB000147	SMTS01361
SMHB000147	SMTS01362
SMHB000147	SMTS01382
SMHB000147	SMTS01383
SMHB000147	SMTS01384
SMHB000147	SMTS01386
SMHB000147	SMTS01389
SMHB000147	SMTS01414
SMHB000147	SMTS01929
SMHB000147	SMTS02132
SMHB000147	SMTS02156
SMHB000148	SMTS00095
SMHB000148	SMTS00128
SMHB000148	SMTS00172
SMHB000148	SMTS00174
SMHB000148	SMTS00183
SMHB000148	SMTS00350
SMHB000148	SMTS00405
SMHB000148	SMTS00452
SMHB000148	SMTS00721
SMHB000148	SMTS00727
SMHB000148	SMTS00735
SMHB000148	SMTS00743
SMHB000148	SMTS00744
SMHB000148	SMTS00765
SMHB000148	SMTS00768
SMHB000148	SMTS00776
SMHB000148	SMTS00793
SMHB000148	SMTS00823
SMHB000148	SMTS00839
SMHB000148	SMTS00873
SMHB000148	SMTS00931
SMHB000148	SMTS00974
SMHB000148	SMTS00977
SMHB000148	SMTS00978
SMHB000148	SMTS01049
SMHB000148	SMTS01280
SMHB000148	SMTS01283
SMHB000148	SMTS01284
SMHB000148	SMTS01321
SMHB000148	SMTS01561
SMHB000148	SMTS01577
SMHB000148	SMTS01686
SMHB000148	SMTS01774
SMHB000148	SMTS01872
SMHB000148	SMTS01985
SMHB000148	SMTS02020
SMHB000148	SMTS02063
SMHB000148	SMTS02342
SMHB000149	SMTS00363
SMHB000149	SMTS00372
SMHB000149	SMTS00373
SMHB000149	SMTS00490
SMHB000149	SMTS00541
SMHB000149	SMTS00779
SMHB000149	SMTS00825
SMHB000149	SMTS00826
SMHB000149	SMTS00855
SMHB000149	SMTS00857
SMHB000149	SMTS00858
SMHB000149	SMTS01231
SMHB000149	SMTS01362
SMHB000149	SMTS01386
SMHB000149	SMTS01414
SMHB000149	SMTS01453
SMHB000149	SMTS01563
SMHB000149	SMTS01687
SMHB000149	SMTS01689
SMHB000149	SMTS01885
SMHB000150	SMTS00128
SMHB000150	SMTS00283
SMHB000150	SMTS00284
SMHB000150	SMTS00288
SMHB000150	SMTS00289
SMHB000150	SMTS00800
SMHB000150	SMTS00912
SMHB000150	SMTS00983
SMHB000150	SMTS01298
SMHB000150	SMTS01586
SMHB000151	SMTS00027
SMHB000151	SMTS00033
SMHB000151	SMTS00068
SMHB000151	SMTS00069
SMHB000151	SMTS00092
SMHB000151	SMTS00234
SMHB000151	SMTS00235
SMHB000151	SMTS00236
SMHB000151	SMTS00253
SMHB000151	SMTS00283
SMHB000151	SMTS00284
SMHB000151	SMTS00288
SMHB000151	SMTS00289
SMHB000151	SMTS00381
SMHB000151	SMTS00490
SMHB000151	SMTS00518
SMHB000151	SMTS00542
SMHB000151	SMTS00638
SMHB000151	SMTS00712
SMHB000151	SMTS00755
SMHB000151	SMTS00756
SMHB000151	SMTS00757
SMHB000151	SMTS00800
SMHB000151	SMTS00816
SMHB000151	SMTS00817
SMHB000151	SMTS00903
SMHB000151	SMTS00912
SMHB000151	SMTS00932
SMHB000151	SMTS00935
SMHB000151	SMTS00950
SMHB000151	SMTS00951
SMHB000151	SMTS00983
SMHB000151	SMTS01013
SMHB000151	SMTS01121
SMHB000151	SMTS01122
SMHB000151	SMTS01125
SMHB000151	SMTS01126
SMHB000151	SMTS01127
SMHB000151	SMTS01132
SMHB000151	SMTS01133
SMHB000151	SMTS01134
SMHB000151	SMTS01135
SMHB000151	SMTS01150
SMHB000151	SMTS01151
SMHB000151	SMTS01175
SMHB000151	SMTS01183
SMHB000151	SMTS01185
SMHB000151	SMTS01210
SMHB000151	SMTS01211
SMHB000151	SMTS01217
SMHB000151	SMTS01289
SMHB000151	SMTS01298
SMHB000151	SMTS01362
SMHB000151	SMTS01384
SMHB000151	SMTS01386
SMHB000151	SMTS01387
SMHB000151	SMTS01414
SMHB000151	SMTS01441
SMHB000151	SMTS01586
SMHB000152	SMTS00206
SMHB000152	SMTS00805
SMHB000152	SMTS00808
SMHB000152	SMTS00809
SMHB000152	SMTS00895
SMHB000152	SMTS01331
SMHB000152	SMTS01333
SMHB000152	SMTS01334
SMHB000152	SMTS01335
SMHB000152	SMTS01344
SMHB000152	SMTS01345
SMHB000152	SMTS01360
SMHB000152	SMTS01361
SMHB000152	SMTS01365
SMHB000152	SMTS01392
SMHB000152	SMTS01608
SMHB000152	SMTS01610
SMHB000153	SMTS00036
SMHB000153	SMTS00094
SMHB000153	SMTS00192
SMHB000153	SMTS00202
SMHB000153	SMTS00280
SMHB000153	SMTS00281
SMHB000153	SMTS00283
SMHB000153	SMTS00284
SMHB000153	SMTS00289
SMHB000153	SMTS00473
SMHB000153	SMTS00800
SMHB000153	SMTS00824
SMHB000153	SMTS00861
SMHB000153	SMTS00983
SMHB000153	SMTS01110
SMHB000153	SMTS01288
SMHB000153	SMTS01298
SMHB000153	SMTS01336
SMHB000153	SMTS01341
SMHB000153	SMTS01342
SMHB000153	SMTS01343
SMHB000153	SMTS01586
SMHB000153	SMTS01605
SMHB000153	SMTS01645
SMHB000153	SMTS01647
SMHB000153	SMTS01649
SMHB000153	SMTS01744
SMHB000153	SMTS01746
SMHB000153	SMTS01747
SMHB000153	SMTS01775
SMHB000153	SMTS01867
SMHB000153	SMTS01868
SMHB000153	SMTS01874
SMHB000153	SMTS01887
SMHB000153	SMTS01895
SMHB000153	SMTS01972
SMHB000153	SMTS01981
SMHB000153	SMTS02077
SMHB000153	SMTS02128
SMHB000153	SMTS02252
SMHB000153	SMTS02325
SMHB000154	SMTS00035
SMHB000154	SMTS00104
SMHB000154	SMTS00274
SMHB000154	SMTS00379
SMHB000154	SMTS00394
SMHB000154	SMTS00395
SMHB000154	SMTS00397
SMHB000154	SMTS00400
SMHB000154	SMTS00419
SMHB000154	SMTS00425
SMHB000154	SMTS00435
SMHB000154	SMTS00541
SMHB000154	SMTS00768
SMHB000154	SMTS00779
SMHB000154	SMTS00824
SMHB000154	SMTS00866
SMHB000154	SMTS00931
SMHB000154	SMTS01231
SMHB000154	SMTS01319
SMHB000154	SMTS01453
SMHB000154	SMTS01465
SMHB000154	SMTS01466
SMHB000154	SMTS01467
SMHB000154	SMTS01468
SMHB000154	SMTS01469
SMHB000154	SMTS01475
SMHB000154	SMTS01476
SMHB000154	SMTS01477
SMHB000154	SMTS01481
SMHB000154	SMTS01484
SMHB000154	SMTS01486
SMHB000154	SMTS01492
SMHB000154	SMTS01686
SMHB000154	SMTS01689
SMHB000154	SMTS01703
SMHB000154	SMTS01981
SMHB000154	SMTS01996
SMHB000154	SMTS01998
SMHB000154	SMTS02156
SMHB000154	SMTS02294
SMHB000155	SMTS00028
SMHB000155	SMTS00038
SMHB000155	SMTS00095
SMHB000155	SMTS00142
SMHB000155	SMTS00283
SMHB000155	SMTS00284
SMHB000155	SMTS00288
SMHB000155	SMTS00289
SMHB000155	SMTS00292
SMHB000155	SMTS00294
SMHB000155	SMTS00306
SMHB000155	SMTS00354
SMHB000155	SMTS00363
SMHB000155	SMTS00450
SMHB000155	SMTS00470
SMHB000155	SMTS00569
SMHB000155	SMTS00600
SMHB000155	SMTS00611
SMHB000155	SMTS00657
SMHB000155	SMTS00680
SMHB000155	SMTS00793
SMHB000155	SMTS00800
SMHB000155	SMTS00867
SMHB000155	SMTS00903
SMHB000155	SMTS00917
SMHB000155	SMTS00924
SMHB000155	SMTS00955
SMHB000155	SMTS00983
SMHB000155	SMTS01027
SMHB000155	SMTS01050
SMHB000155	SMTS01088
SMHB000155	SMTS01110
SMHB000155	SMTS01116
SMHB000155	SMTS01170
SMHB000155	SMTS01171
SMHB000155	SMTS01240
SMHB000155	SMTS01288
SMHB000155	SMTS01298
SMHB000155	SMTS01305
SMHB000155	SMTS01306
SMHB000155	SMTS01331
SMHB000155	SMTS01333
SMHB000155	SMTS01334
SMHB000155	SMTS01335
SMHB000155	SMTS01357
SMHB000155	SMTS01564
SMHB000155	SMTS01586
SMHB000155	SMTS01603
SMHB000155	SMTS01642
SMHB000155	SMTS01828
SMHB000155	SMTS02309
SMHB000156	SMTS00346
SMHB000156	SMTS00364
SMHB000156	SMTS00465
SMHB000156	SMTS00466
SMHB000156	SMTS00827
SMHB000156	SMTS01010
SMHB000156	SMTS01296
SMHB000156	SMTS01653
SMHB000156	SMTS01711
SMHB000156	SMTS01968
SMHB000157	SMTS00722
SMHB000157	SMTS00731
SMHB000157	SMTS00736
SMHB000157	SMTS00737
SMHB000157	SMTS00738
SMHB000157	SMTS00740
SMHB000157	SMTS00741
SMHB000157	SMTS00873
SMHB000157	SMTS00981
SMHB000157	SMTS01280
SMHB000157	SMTS01443
SMHB000157	SMTS01985
SMHB000157	SMTS02237
SMHB000158	SMTS00035
SMHB000158	SMTS00274
SMHB000158	SMTS00419
SMHB000158	SMTS00425
SMHB000158	SMTS00776
SMHB000158	SMTS00866
SMHB000158	SMTS02165
SMHB000159	SMTS00326
SMHB000159	SMTS00327
SMHB000159	SMTS00328
SMHB000159	SMTS00541
SMHB000159	SMTS00642
SMHB000159	SMTS00779
SMHB000159	SMTS00783
SMHB000159	SMTS01027
SMHB000159	SMTS01088
SMHB000159	SMTS01231
SMHB000159	SMTS01453
SMHB000159	SMTS01591
SMHB000159	SMTS01687
SMHB000159	SMTS01689
SMHB000159	SMTS02068
SMHB000159	SMTS02107
SMHB000160	SMTS00048
SMHB000160	SMTS00050
SMHB000160	SMTS00114
SMHB000160	SMTS00303
SMHB000160	SMTS00388
SMHB000160	SMTS00404
SMHB000160	SMTS00526
SMHB000160	SMTS00527
SMHB000160	SMTS00529
SMHB000160	SMTS00530
SMHB000160	SMTS00531
SMHB000160	SMTS00533
SMHB000160	SMTS00534
SMHB000160	SMTS00546
SMHB000160	SMTS00617
SMHB000160	SMTS00619
SMHB000160	SMTS00717
SMHB000160	SMTS00966
SMHB000160	SMTS00967
SMHB000160	SMTS00968
SMHB000160	SMTS01118
SMHB000160	SMTS01159
SMHB000160	SMTS01321
SMHB000160	SMTS01440
SMHB000160	SMTS01489
SMHB000160	SMTS01490
SMHB000160	SMTS01494
SMHB000160	SMTS01579
SMHB000161	SMTS00023
SMHB000161	SMTS00048
SMHB000161	SMTS00050
SMHB000161	SMTS00084
SMHB000161	SMTS00107
SMHB000161	SMTS00108
SMHB000161	SMTS00137
SMHB000161	SMTS00242
SMHB000161	SMTS00338
SMHB000161	SMTS00340
SMHB000161	SMTS00379
SMHB000161	SMTS00388
SMHB000161	SMTS00717
SMHB000161	SMTS00742
SMHB000161	SMTS00752
SMHB000161	SMTS01147
SMHB000161	SMTS01152
SMHB000161	SMTS01200
SMHB000161	SMTS01318
SMHB000161	SMTS01319
SMHB000161	SMTS01440
SMHB000161	SMTS01446
SMHB000161	SMTS01447
SMHB000161	SMTS01452
SMHB000161	SMTS01570
SMHB000161	SMTS01650
SMHB000161	SMTS01651
SMHB000161	SMTS01703
SMHB000161	SMTS01867
SMHB000161	SMTS01972
SMHB000162	SMTS00045
SMHB000162	SMTS00116
SMHB000162	SMTS00520
SMHB000162	SMTS00606
SMHB000162	SMTS00801
SMHB000162	SMTS01153
SMHB000162	SMTS01155
SMHB000162	SMTS01533
SMHB000162	SMTS01540
SMHB000162	SMTS01542
SMHB000162	SMTS01561
SMHB000162	SMTS02231
SMHB000162	SMTS02244
SMHB000162	SMTS02300
SMHB000163	SMTS00103
SMHB000163	SMTS00283
SMHB000163	SMTS00284
SMHB000163	SMTS00288
SMHB000163	SMTS00289
SMHB000163	SMTS00304
SMHB000163	SMTS00305
SMHB000163	SMTS00800
SMHB000163	SMTS00983
SMHB000163	SMTS01298
SMHB000163	SMTS01586
SMHB000163	SMTS01859
SMHB000163	SMTS02134
SMHB000163	SMTS02261
SMHB000163	SMTS02263
SMHB000164	SMTS00038
SMHB000164	SMTS00053
SMHB000164	SMTS00055
SMHB000164	SMTS00208
SMHB000164	SMTS00242
SMHB000164	SMTS00339
SMHB000164	SMTS00351
SMHB000164	SMTS00407
SMHB000164	SMTS00466
SMHB000164	SMTS00647
SMHB000164	SMTS00696
SMHB000164	SMTS00739
SMHB000164	SMTS01008
SMHB000164	SMTS01010
SMHB000164	SMTS01011
SMHB000164	SMTS01018
SMHB000164	SMTS01027
SMHB000164	SMTS01041
SMHB000164	SMTS01042
SMHB000164	SMTS01101
SMHB000164	SMTS01102
SMHB000164	SMTS01104
SMHB000164	SMTS01105
SMHB000164	SMTS01124
SMHB000164	SMTS01138
SMHB000164	SMTS01140
SMHB000164	SMTS01142
SMHB000164	SMTS01286
SMHB000164	SMTS01296
SMHB000164	SMTS01520
SMHB000164	SMTS01521
SMHB000164	SMTS01524
SMHB000164	SMTS01525
SMHB000164	SMTS01526
SMHB000164	SMTS01530
SMHB000164	SMTS01532
SMHB000164	SMTS01547
SMHB000164	SMTS01711
SMHB000164	SMTS01713
SMHB000164	SMTS01910
SMHB000164	SMTS01912
SMHB000164	SMTS02247
SMHB000164	SMTS02339
SMHB000165	SMTS00035
SMHB000165	SMTS00082
SMHB000165	SMTS00085
SMHB000165	SMTS00142
SMHB000165	SMTS00274
SMHB000165	SMTS00280
SMHB000165	SMTS00283
SMHB000165	SMTS00284
SMHB000165	SMTS00289
SMHB000165	SMTS00347
SMHB000165	SMTS00419
SMHB000165	SMTS00425
SMHB000165	SMTS00473
SMHB000165	SMTS00800
SMHB000165	SMTS00815
SMHB000165	SMTS00866
SMHB000165	SMTS00983
SMHB000165	SMTS01199
SMHB000165	SMTS01206
SMHB000165	SMTS01207
SMHB000165	SMTS01298
SMHB000165	SMTS01350
SMHB000165	SMTS01586
SMHB000165	SMTS01608
SMHB000165	SMTS01610
SMHB000165	SMTS01748
SMHB000165	SMTS01749
SMHB000165	SMTS02004
SMHB000166	SMTS00005
SMHB000166	SMTS00045
SMHB000166	SMTS00054
SMHB000166	SMTS00179
SMHB000166	SMTS00224
SMHB000166	SMTS00226
SMHB000166	SMTS00660
SMHB000166	SMTS00661
SMHB000166	SMTS00799
SMHB000166	SMTS01001
SMHB000166	SMTS01003
SMHB000166	SMTS01004
SMHB000166	SMTS01005
SMHB000166	SMTS01007
SMHB000166	SMTS01123
SMHB000166	SMTS01124
SMHB000166	SMTS01138
SMHB000166	SMTS01140
SMHB000166	SMTS01142
SMHB000166	SMTS01158
SMHB000166	SMTS01425
SMHB000166	SMTS01504
SMHB000166	SMTS01675
SMHB000167	SMTS00023
SMHB000167	SMTS00053
SMHB000167	SMTS00055
SMHB000167	SMTS00086
SMHB000167	SMTS00138
SMHB000167	SMTS00213
SMHB000167	SMTS00340
SMHB000167	SMTS00413
SMHB000167	SMTS00506
SMHB000167	SMTS00511
SMHB000167	SMTS00600
SMHB000167	SMTS00652
SMHB000167	SMTS00653
SMHB000167	SMTS00674
SMHB000167	SMTS00680
SMHB000167	SMTS00682
SMHB000167	SMTS00765
SMHB000167	SMTS00903
SMHB000167	SMTS01101
SMHB000167	SMTS01104
SMHB000167	SMTS01105
SMHB000167	SMTS01240
SMHB000167	SMTS01246
SMHB000167	SMTS01357
SMHB000167	SMTS01448
SMHB000167	SMTS01566
SMHB000167	SMTS01655
SMHB000167	SMTS01867
SMHB000167	SMTS01869
SMHB000167	SMTS01972
SMHB000167	SMTS02206
SMHB000168	SMTS00035
SMHB000168	SMTS00086
SMHB000168	SMTS00128
SMHB000168	SMTS00132
SMHB000168	SMTS00139
SMHB000168	SMTS00141
SMHB000168	SMTS00280
SMHB000168	SMTS00281
SMHB000168	SMTS00283
SMHB000168	SMTS00284
SMHB000168	SMTS00288
SMHB000168	SMTS00289
SMHB000168	SMTS00303
SMHB000168	SMTS00359
SMHB000168	SMTS00404
SMHB000168	SMTS00437
SMHB000168	SMTS00450
SMHB000168	SMTS00470
SMHB000168	SMTS00473
SMHB000168	SMTS00488
SMHB000168	SMTS00517
SMHB000168	SMTS00541
SMHB000168	SMTS00569
SMHB000168	SMTS00574
SMHB000168	SMTS00599
SMHB000168	SMTS00620
SMHB000168	SMTS00621
SMHB000168	SMTS00764
SMHB000168	SMTS00779
SMHB000168	SMTS00785
SMHB000168	SMTS00787
SMHB000168	SMTS00800
SMHB000168	SMTS00834
SMHB000168	SMTS00866
SMHB000168	SMTS00898
SMHB000168	SMTS00965
SMHB000168	SMTS00966
SMHB000168	SMTS00967
SMHB000168	SMTS00983
SMHB000168	SMTS01110
SMHB000168	SMTS01115
SMHB000168	SMTS01116
SMHB000168	SMTS01117
SMHB000168	SMTS01231
SMHB000168	SMTS01240
SMHB000168	SMTS01298
SMHB000168	SMTS01311
SMHB000168	SMTS01312
SMHB000168	SMTS01314
SMHB000168	SMTS01315
SMHB000168	SMTS01317
SMHB000168	SMTS01336
SMHB000168	SMTS01341
SMHB000168	SMTS01342
SMHB000168	SMTS01343
SMHB000168	SMTS01346
SMHB000168	SMTS01360
SMHB000168	SMTS01361
SMHB000168	SMTS01365
SMHB000168	SMTS01392
SMHB000168	SMTS01397
SMHB000168	SMTS01400
SMHB000168	SMTS01405
SMHB000168	SMTS01406
SMHB000168	SMTS01411
SMHB000168	SMTS01453
SMHB000168	SMTS01586
SMHB000168	SMTS01642
SMHB000168	SMTS01645
SMHB000168	SMTS01646
SMHB000168	SMTS01647
SMHB000168	SMTS01648
SMHB000168	SMTS01649
SMHB000168	SMTS01659
SMHB000168	SMTS01687
SMHB000168	SMTS01689
SMHB000168	SMTS01897
SMHB000168	SMTS02046
SMHB000168	SMTS02284
SMHB000169	SMTS00012
SMHB000169	SMTS00023
SMHB000169	SMTS00038
SMHB000169	SMTS00046
SMHB000169	SMTS00047
SMHB000169	SMTS00048
SMHB000169	SMTS00050
SMHB000169	SMTS00051
SMHB000169	SMTS00065
SMHB000169	SMTS00067
SMHB000169	SMTS00161
SMHB000169	SMTS00164
SMHB000169	SMTS00165
SMHB000169	SMTS00167
SMHB000169	SMTS00168
SMHB000169	SMTS00169
SMHB000169	SMTS00201
SMHB000169	SMTS00213
SMHB000169	SMTS00240
SMHB000169	SMTS00340
SMHB000169	SMTS00380
SMHB000169	SMTS00388
SMHB000169	SMTS00436
SMHB000169	SMTS00531
SMHB000169	SMTS00534
SMHB000169	SMTS00600
SMHB000169	SMTS00610
SMHB000169	SMTS00647
SMHB000169	SMTS00681
SMHB000169	SMTS00706
SMHB000169	SMTS00709
SMHB000169	SMTS00717
SMHB000169	SMTS00760
SMHB000169	SMTS00789
SMHB000169	SMTS00790
SMHB000169	SMTS00799
SMHB000169	SMTS00829
SMHB000169	SMTS00879
SMHB000169	SMTS00896
SMHB000169	SMTS00990
SMHB000169	SMTS00992
SMHB000169	SMTS00996
SMHB000169	SMTS01027
SMHB000169	SMTS01097
SMHB000169	SMTS01159
SMHB000169	SMTS01192
SMHB000169	SMTS01260
SMHB000169	SMTS01353
SMHB000169	SMTS01440
SMHB000169	SMTS01514
SMHB000169	SMTS01584
SMHB000169	SMTS01593
SMHB000169	SMTS01596
SMHB000169	SMTS01661
SMHB000169	SMTS01692
SMHB000169	SMTS01693
SMHB000169	SMTS01707
SMHB000169	SMTS01730
SMHB000169	SMTS01867
SMHB000169	SMTS01972
SMHB000169	SMTS02249
SMHB000170	SMTS00116
SMHB000170	SMTS00503
SMHB000170	SMTS01082
SMHB000170	SMTS01855
SMHB000170	SMTS02054
SMHB000170	SMTS02058
SMHB000170	SMTS02066
SMHB000171	SMTS00015
SMHB000171	SMTS00018
SMHB000171	SMTS00045
SMHB000171	SMTS00068
SMHB000171	SMTS00069
SMHB000171	SMTS00092
SMHB000171	SMTS00114
SMHB000171	SMTS00149
SMHB000171	SMTS00163
SMHB000171	SMTS00253
SMHB000171	SMTS00283
SMHB000171	SMTS00285
SMHB000171	SMTS00290
SMHB000171	SMTS00292
SMHB000171	SMTS00379
SMHB000171	SMTS00437
SMHB000171	SMTS00546
SMHB000171	SMTS00645
SMHB000171	SMTS00658
SMHB000171	SMTS00755
SMHB000171	SMTS00756
SMHB000171	SMTS00757
SMHB000171	SMTS00795
SMHB000171	SMTS00892
SMHB000171	SMTS00893
SMHB000171	SMTS00984
SMHB000171	SMTS01050
SMHB000171	SMTS01088
SMHB000171	SMTS01118
SMHB000171	SMTS01150
SMHB000171	SMTS01182
SMHB000171	SMTS01183
SMHB000171	SMTS01185
SMHB000171	SMTS01195
SMHB000171	SMTS01210
SMHB000171	SMTS01211
SMHB000171	SMTS01217
SMHB000171	SMTS01294
SMHB000171	SMTS01305
SMHB000171	SMTS01641
SMHB000171	SMTS02210
SMHB000172	SMTS00093
SMHB000172	SMTS00134
SMHB000172	SMTS00390
SMHB000172	SMTS00405
SMHB000172	SMTS00541
SMHB000172	SMTS00721
SMHB000172	SMTS00727
SMHB000172	SMTS00735
SMHB000172	SMTS00743
SMHB000172	SMTS00744
SMHB000172	SMTS00768
SMHB000172	SMTS00779
SMHB000172	SMTS00931
SMHB000172	SMTS00977
SMHB000172	SMTS01231
SMHB000172	SMTS01236
SMHB000172	SMTS01321
SMHB000172	SMTS01453
SMHB000172	SMTS01677
SMHB000172	SMTS01678
SMHB000172	SMTS01679
SMHB000172	SMTS01681
SMHB000172	SMTS01687
SMHB000172	SMTS01689
SMHB000172	SMTS01858
SMHB000172	SMTS02342
SMHB000172	SMTS02343
SMHB000173	SMTS00060
SMHB000173	SMTS00065
SMHB000173	SMTS00068
SMHB000173	SMTS00069
SMHB000173	SMTS00187
SMHB000173	SMTS00188
SMHB000173	SMTS00253
SMHB000173	SMTS00283
SMHB000173	SMTS00284
SMHB000173	SMTS00288
SMHB000173	SMTS00289
SMHB000173	SMTS00359
SMHB000173	SMTS00379
SMHB000173	SMTS00517
SMHB000173	SMTS00706
SMHB000173	SMTS00709
SMHB000173	SMTS00755
SMHB000173	SMTS00756
SMHB000173	SMTS00757
SMHB000173	SMTS00800
SMHB000173	SMTS00983
SMHB000173	SMTS00995
SMHB000173	SMTS00996
SMHB000173	SMTS01063
SMHB000173	SMTS01066
SMHB000173	SMTS01067
SMHB000173	SMTS01068
